ticker,date,open,high,low,close
MED,2022-07-07,0.0206322,0.0210614,0.0204075,0.0210614
MED,2022-07-08,0.0211532,0.0214411,0.0208214,0.0214411
MED,2022-07-09,0.0214851,0.0221027,0.0213582,0.0217389
MED,2022-07-10,0.0218597,0.0222566,0.0211012,0.0215391
MED,2022-07-11,0.0214771,0.0214771,0.0203757,0.0204825
MED,2022-07-12,0.0204446,0.0206423,0.0198072,0.019958
MED,2022-07-13,0.0197442,0.0201378,0.0190211,0.0200509
MED,2022-07-14,0.0201508,0.0207675,0.0196443,0.0204917
MED,2022-07-15,0.0204717,0.0209874,0.0202239,0.0208706
MED,2022-07-16,0.0208937,0.0212058,0.0204998,0.0211678
MED,2022-07-17,0.0211905,0.0218573,0.0210345,0.0211993
MED,2022-07-18,0.0212485,0.0222254,0.0211804,0.021811
MED,2022-07-19,0.021798,0.023029,0.0217321,0.0229746
MED,2022-07-20,0.023003,0.0231866,0.0223231,0.0226331
MED,2022-07-21,0.0226177,0.0229741,0.0214519,0.0222662
MED,2022-07-22,0.0223066,0.0224482,0.021774,0.021812
MED,2022-07-23,0.0219292,0.0221328,0.0214175,0.0216059
MED,2022-07-24,0.0216298,0.0220224,0.0216298,0.0217644
MED,2022-07-25,0.0218261,0.0218373,0.0205392,0.0207079
MED,2022-07-26,0.0205181,0.0205891,0.0196646,0.019857
MED,2022-07-27,0.0199718,0.0210753,0.0199718,0.0210733
MED,2022-07-28,0.0210725,0.0218346,0.020874,0.0218346
MED,2022-07-29,0.0218395,0.0221766,0.0213272,0.0216213
MED,2022-07-30,0.021867,0.0224879,0.0217816,0.0221591
MED,2022-07-31,0.0220066,0.0233868,0.0219244,0.0226802
MED,2022-08-01,0.0225041,0.0241813,0.0223634,0.0233902
MED,2022-08-02,0.0233505,0.0313867,0.0233265,0.0253308
MED,2022-08-03,0.0246452,0.0247042,0.0224001,0.0233811
MED,2022-08-04,0.0233651,0.0233651,0.0223419,0.0225184
MED,2022-08-05,0.0224311,0.0229064,0.0224094,0.0229056
MED,2022-08-06,0.0229056,0.0234294,0.0229056,0.0233081
MED,2022-08-07,0.0232043,0.0235948,0.023203,0.0235092
MED,2022-08-08,0.0235495,0.0237678,0.0232586,0.023631
MED,2022-08-09,0.0235767,0.0240896,0.022561,0.022785
MED,2022-08-10,0.0228266,0.0245817,0.0224653,0.0242363
MED,2022-08-11,0.0241903,0.0253937,0.023996,0.0249797
MED,2022-08-12,0.0250215,0.0253577,0.0247013,0.0253024
MED,2022-08-13,0.0252584,0.0260098,0.0252483,0.025717
MED,2022-08-14,0.0257153,0.0260584,0.0252948,0.0256462
MED,2022-08-15,0.0254106,0.0258878,0.0248957,0.025132
MED,2022-08-16,0.0251608,0.0251713,0.0243245,0.0245942
MED,2022-08-17,0.024541,0.0248972,0.0236673,0.0238391
MED,2022-08-18,0.0238364,0.0240539,0.0237629,0.0239744
MED,2022-08-19,0.0239764,0.0240064,0.0209071,0.021267
MED,2022-08-20,0.0212168,0.0217367,0.0208539,0.0210514
MED,2022-08-21,0.0211517,0.0218233,0.0211517,0.0218233
MED,2022-08-22,0.0217234,0.0219342,0.0206366,0.0208602
MED,2022-08-23,0.0208859,0.021403,0.0207771,0.0213882
MED,2022-08-24,0.021453,0.0223652,0.0210865,0.0223652
MED,2022-08-25,0.0222101,0.0226605,0.0220204,0.0225141
MED,2022-08-26,0.0225422,0.0226318,0.0211496,0.0211993
MED,2022-08-27,0.0212027,0.021243,0.0204024,0.0204926
MED,2022-08-28,0.0205064,0.0210428,0.0205006,0.020855
MED,2022-08-29,0.0208268,0.0209723,0.02032,0.0209126
MED,2022-08-30,0.0208695,0.0240534,0.0208517,0.0212677
MED,2022-08-31,0.0213915,0.022219,0.0212746,0.0215594
MED,2022-09-01,0.0217178,0.0217178,0.0205644,0.0208885
MED,2022-09-02,0.0210524,0.0211194,0.0207034,0.0207743
MED,2022-09-03,0.0208313,0.0208313,0.020486,0.020592
MED,2022-09-04,0.020592,0.020668,0.020491,0.0206631
MED,2022-09-05,0.0206601,0.020755,0.020283,0.0205841
MED,2022-09-06,0.0205741,0.020923,0.019849,0.019874
MED,2022-09-07,0.019781,0.0201674,0.0193714,0.0201674
MED,2022-09-08,0.020194,0.0208281,0.0200634,0.0208281
MED,2022-09-09,0.0208301,0.021607,0.0207391,0.021607
MED,2022-09-10,0.0216052,0.0216795,0.0213363,0.0214345
MED,2022-09-11,0.0214636,0.0220649,0.0213213,0.0220155
MED,2022-09-12,0.0218787,0.0222186,0.021582,0.0219981
MED,2022-09-13,0.0220155,0.022729,0.0201634,0.0201644
MED,2022-09-14,0.0202676,0.0213754,0.0202676,0.0205831
MED,2022-09-15,0.0205821,0.0207756,0.0201228,0.0202716
MED,2022-09-16,0.0202356,0.020539,0.020052,0.020401
MED,2022-09-17,0.020383,0.020547,0.02021,0.0205191
MED,2022-09-18,0.0205171,0.0214249,0.020435,0.020435
MED,2022-09-19,0.020144,0.020262,0.0191291,0.020183
MED,2022-09-20,0.020144,0.020243,0.0194719,0.019694
MED,2022-09-21,0.019678,0.019984,0.0192659,0.0192659
MED,2022-09-22,0.019269,0.01981,0.019035,0.019754
MED,2022-09-23,0.019768,0.020019,0.0193741,0.019521
MED,2022-09-24,0.019809,0.019882,0.0196928,0.0197078
MED,2022-09-25,0.019715,0.019715,0.0193546,0.0194256
MED,2022-09-26,0.019406,0.0198176,0.0190039,0.019428
MED,2022-09-27,0.019383,0.019911,0.019134,0.0193631
MED,2022-09-28,0.0193991,0.0194121,0.0187742,0.019404
MED,2022-09-29,0.01942,0.019755,0.0191479,0.019545
MED,2022-09-30,0.019552,0.019718,0.019245,0.019282
MED,2022-10-01,0.019256,0.019297,0.019177,0.019215
MED,2022-10-02,0.019244,0.019244,0.018987,0.019075
MED,2022-10-03,0.019047,0.0191348,0.018739,0.0191129
MED,2022-10-04,0.0191499,0.01966,0.0190679,0.0195149
MED,2022-10-05,0.0195069,0.0195069,0.0191509,0.0192419
MED,2022-10-06,0.0192489,0.0194101,0.0191175,0.0191867
MED,2022-10-07,0.0191481,0.0192555,0.0190176,0.0190833
MED,2022-10-08,0.0191619,0.0195986,0.0191619,0.0193908
MED,2022-10-09,0.0192915,0.019563,0.0192649,0.0194349
MED,2022-10-10,0.0194649,0.0195099,0.0191001,0.0191661
MED,2022-10-11,0.019027,0.019027,0.0183491,0.0185301
MED,2022-10-12,0.0185086,0.0188111,0.0183764,0.0185498
MED,2022-10-13,0.0185622,0.0185636,0.0168235,0.0179054
MED,2022-10-14,0.0178024,0.0182803,0.0177171,0.0177385
MED,2022-10-15,0.0176489,0.0177344,0.0175702,0.0176659
MED,2022-10-16,0.0176771,0.0177945,0.0176405,0.0177539
MED,2022-10-17,0.0177399,0.0180951,0.0175652,0.0180951
MED,2022-10-18,0.0180615,0.0187409,0.0178402,0.0179011
MED,2022-10-19,0.0179211,0.0180605,0.0174883,0.0175336
MED,2022-10-20,0.0175548,0.0200816,0.017325,0.0187319
MED,2022-10-21,0.0187541,0.0187541,0.0175683,0.0179001
MED,2022-10-22,0.0178893,0.0180014,0.0176181,0.0176181
MED,2022-10-23,0.0176604,0.0179096,0.0175905,0.0178797
MED,2022-10-24,0.017905,0.0196444,0.0175641,0.0179295
MED,2022-10-25,0.0179017,0.0187232,0.0178462,0.0185646
MED,2022-10-26,0.0185721,0.0193786,0.018485,0.0188613
MED,2022-10-27,0.0188603,0.0189954,0.0184967,0.0184967
MED,2022-10-28,0.0184563,0.0194016,0.0179887,0.0184289
MED,2022-10-29,0.0184659,0.0186351,0.0183785,0.0185174
MED,2022-10-30,0.0185024,0.0186355,0.0184238,0.0184919
MED,2022-10-31,0.0185277,0.018951,0.0183472,0.018454
MED,2022-11-01,0.0185211,0.0187568,0.0184127,0.018523
MED,2022-11-02,0.0185198,0.018543,0.0177758,0.0178408
MED,2022-11-03,0.0178269,0.0182602,0.0178011,0.0181931
MED,2022-11-04,0.018199,0.0190187,0.0181116,0.0190187
MED,2022-11-05,0.0190035,0.0192515,0.0189915,0.0191113
MED,2022-11-06,0.0190848,0.0190918,0.0186251,0.0186251
MED,2022-11-07,0.0186407,0.0188272,0.0184035,0.0186247
MED,2022-11-08,0.018387,0.0185084,0.0161595,0.0163359
MED,2022-11-09,0.0164041,0.0165163,0.0135771,0.0137302
MED,2022-11-10,0.0138159,0.0168249,0.0136515,0.0151017
MED,2022-11-11,0.0152213,0.0179322,0.0143014,0.0143014
MED,2022-11-12,0.0143963,0.0149071,0.0135056,0.0135336
MED,2022-11-13,0.0135416,0.0140646,0.0131282,0.0134738
MED,2022-11-14,0.0134538,0.0134538,0.0127116,0.012831
MED,2022-11-15,0.0127961,0.0145615,0.0126091,0.0129321
MED,2022-11-16,0.0129553,0.0138598,0.0124242,0.012979
MED,2022-11-17,0.0129754,0.0130578,0.0124856,0.012502
MED,2022-11-18,0.0124925,0.0134731,0.0124611,0.0132268
MED,2022-11-19,0.0132238,0.0141655,0.0131962,0.0135973
MED,2022-11-20,0.0136138,0.0147949,0.0136138,0.013772
MED,2022-11-21,0.013987,0.013987,0.0131278,0.0133233
MED,2022-11-22,0.0133081,0.0140131,0.0127715,0.0138233
MED,2022-11-23,0.0145228,0.0154185,0.0143917,0.0153672
MED,2022-11-24,0.0154012,0.0158418,0.0149096,0.0149689
MED,2022-11-25,0.0149922,0.0149922,0.0139853,0.0141457
MED,2022-11-26,0.0141168,0.0155955,0.0141168,0.0153088
MED,2022-11-27,0.015279,0.0153949,0.0150222,0.0150985
MED,2022-11-28,0.0149938,0.0149938,0.0141849,0.0142187
MED,2022-11-29,0.0141876,0.0145492,0.0141622,0.0144916
MED,2022-11-30,0.0144412,0.0147418,0.0144235,0.0144235
MED,2022-12-01,0.0145185,0.0146837,0.0143673,0.0145429
MED,2022-12-02,0.0145369,0.0146535,0.0144691,0.0146488
MED,2022-12-03,0.0146267,0.0147545,0.0145463,0.0146979
MED,2022-12-04,0.0146819,0.0154491,0.0146819,0.014834
MED,2022-12-05,0.014853,0.015181,0.0147391,0.0147874
MED,2022-12-06,0.0147533,0.01493,0.0144839,0.0146129
MED,2022-12-07,0.0146339,0.0150688,0.0131515,0.0140115
MED,2022-12-08,0.0140163,0.01428,0.0139498,0.0140804
MED,2022-12-09,0.0140313,0.0145001,0.0140074,0.0145
MED,2022-12-10,0.0145855,0.014887,0.014264,0.014524
MED,2022-12-11,0.014384,0.0145619,0.0142009,0.0143319
MED,2022-12-12,0.0142989,0.0146325,0.014258,0.0144372
MED,2022-12-13,0.0144554,0.0145343,0.0141184,0.0142286
MED,2022-12-14,0.0141903,0.015198,0.0141712,0.0146619
MED,2022-12-15,0.0146005,0.0146005,0.0142038,0.0143634
MED,2022-12-16,0.0143114,0.0146435,0.014199,0.0144999
MED,2022-12-17,0.0144529,0.0144554,0.0136486,0.0140004
MED,2022-12-18,0.0140008,0.0140296,0.0138284,0.0139408
MED,2022-12-19,0.0139488,0.0139715,0.0132781,0.0136044
MED,2022-12-20,0.0136203,0.0138197,0.0128731,0.0128731
MED,2022-12-21,0.0128412,0.0130321,0.0126006,0.0126006
MED,2022-12-22,0.0126345,0.0130894,0.0123009,0.0129998
MED,2022-12-23,0.0132032,0.0150575,0.0131005,0.0131266
MED,2022-12-24,0.0131691,0.0134307,0.0128138,0.0129282
MED,2022-12-25,0.0129162,0.0137213,0.0128864,0.013127
MED,2022-12-26,0.0130607,0.0132937,0.0129624,0.0130634
MED,2022-12-27,0.0130365,0.0130405,0.0128127,0.0128223
MED,2022-12-28,0.0128509,0.0129041,0.0106273,0.0123883
MED,2022-12-29,0.0123628,0.0123628,0.0107377,0.010789
MED,2022-12-30,0.010828,0.0111086,0.0106857,0.0107725
MED,2022-12-31,0.0108586,0.0110566,0.0106497,0.0109994
MED,2023-01-01,0.0109784,0.0110982,0.0108495,0.0109
MED,2023-01-02,0.0109109,0.0114164,0.0108644,0.0112094
MED,2023-01-03,0.0111964,0.0118242,0.0111964,0.0117125
MED,2023-01-04,0.0117735,0.0119772,0.0116011,0.0118992
MED,2023-01-05,0.0118651,0.0119197,0.0117383,0.0117655
MED,2023-01-06,0.0117649,0.0118457,0.0116488,0.0118457
MED,2023-01-07,0.0118453,0.0119424,0.0117901,0.011831
MED,2023-01-08,0.0118092,0.0119983,0.0118092,0.0119421
MED,2023-01-09,0.0119448,0.0125137,0.0119448,0.0123731
MED,2023-01-10,0.0123451,0.013106,0.0123451,0.0130397
MED,2023-01-11,0.0129451,0.0135136,0.0129051,0.0131729
MED,2023-01-12,0.0131858,0.0141173,0.0131858,0.0141173
MED,2023-01-13,0.0141031,0.0143468,0.0138675,0.014024
MED,2023-01-14,0.0140263,0.0151018,0.0138815,0.0148736
MED,2023-01-15,0.0148679,0.0214416,0.0146309,0.0154699
MED,2023-01-16,0.0158199,0.0158347,0.0147074,0.0150172
MED,2023-01-17,0.0150365,0.0184672,0.0149542,0.0167408
MED,2023-01-18,0.016419,0.0169845,0.0150021,0.0155112
MED,2023-01-19,0.0154871,0.0163477,0.0150522,0.0163325
MED,2023-01-20,0.016281,0.016281,0.0152547,0.0154625
MED,2023-01-21,0.0155856,0.016565,0.0155856,0.0163203
MED,2023-01-22,0.0162779,0.0165763,0.0159796,0.0164323
MED,2023-01-23,0.0164023,0.0164023,0.0160191,0.0161787
MED,2023-01-24,0.0161726,0.0171107,0.0161203,0.0170094
MED,2023-01-25,0.017774,0.0240472,0.0150267,0.0152344
MED,2023-01-26,0.0153346,0.0171704,0.0151604,0.016483
MED,2023-01-27,0.0165023,0.017261,0.0160661,0.0172038
MED,2023-01-28,0.017235,0.0179765,0.0167495,0.0168374
MED,2023-01-29,0.0168324,0.0185179,0.0166805,0.0178951
MED,2023-01-30,0.0179144,0.0180999,0.0166748,0.0167068
MED,2023-01-31,0.0167815,0.01688,0.016075,0.0166658
MED,2023-02-01,0.0166753,0.0173042,0.0164623,0.017238
MED,2023-02-02,0.0172472,0.0190415,0.0172472,0.0176904
MED,2023-02-03,0.0177301,0.0183578,0.0175138,0.0182236
MED,2023-02-04,0.0182006,0.0187583,0.0181956,0.018281
MED,2023-02-05,0.0182936,0.0281938,0.0180179,0.0182557
MED,2023-02-06,0.0183208,0.0192728,0.0183197,0.0192258
MED,2023-02-07,0.0191783,0.0192534,0.0187878,0.0191708
MED,2023-02-08,0.0191418,0.0200766,0.0189499,0.0199224
MED,2023-02-09,0.0199254,0.0203202,0.0184335,0.0184335
MED,2023-02-10,0.0183991,0.0185875,0.0173921,0.0174528
MED,2023-02-11,0.0174989,0.0177326,0.0173214,0.0177148
MED,2023-02-12,0.0177808,0.0177808,0.0172528,0.017442
MED,2023-02-13,0.0174427,0.0177379,0.0168006,0.0168329
MED,2023-02-14,0.0168558,0.0174268,0.0166557,0.0171757
MED,2023-02-15,0.0172275,0.0188196,0.0170705,0.0187292
MED,2023-02-16,0.0187728,0.0200014,0.0187728,0.0189373
MED,2023-02-17,0.0189025,0.0198422,0.0187791,0.019687
MED,2023-02-18,0.019724,0.019848,0.0187579,0.0194425
MED,2023-02-19,0.0194631,0.019672,0.0192437,0.0194489
MED,2023-02-20,0.0194193,0.0212298,0.0189493,0.0203308
MED,2023-02-21,0.0203176,0.0207049,0.0188339,0.0194181
MED,2023-02-22,0.0194775,0.0196257,0.0191303,0.0192793
MED,2023-02-23,0.019243,0.0196496,0.019154,0.0195305
MED,2023-02-24,0.0195306,0.0209228,0.0194485,0.0201468
MED,2023-02-25,0.0201204,0.02016,0.0194628,0.0197018
MED,2023-02-26,0.0196125,0.0202729,0.0195236,0.019549
MED,2023-02-27,0.019608,0.0199598,0.0194417,0.019695
MED,2023-02-28,0.01966,0.0204442,0.019187,0.0198372
MED,2023-03-01,0.0198252,0.0201556,0.0191871,0.0196499
MED,2023-03-02,0.0196579,0.0213031,0.0192359,0.0212949
MED,2023-03-03,0.0213007,0.0214909,0.019506,0.0195644
MED,2023-03-04,0.0196644,0.019787,0.01907,0.0191063
MED,2023-03-05,0.0191163,0.0194183,0.0190679,0.0194183
MED,2023-03-06,0.0192981,0.0195469,0.0187428,0.0188889
MED,2023-03-07,0.0188749,0.0191996,0.0186271,0.0187886
MED,2023-03-08,0.018765,0.0194701,0.016857,0.0176608
MED,2023-03-09,0.017648,0.0178355,0.0163076,0.0164583
MED,2023-03-10,0.0162703,0.0162703,0.014941,0.0153546
MED,2023-03-11,0.0153676,0.0160266,0.0149859,0.0150559
MED,2023-03-12,0.0150622,0.0155879,0.0150622,0.0155879
MED,2023-03-13,0.0155178,0.0167217,0.014865,0.0165798
MED,2023-03-14,0.0166105,0.0186045,0.0165596,0.0179915
MED,2023-03-15,0.0181142,0.0185906,0.0165741,0.0170999
MED,2023-03-16,0.0170619,0.0173476,0.0166908,0.0167369
MED,2023-03-17,0.0167132,0.0176315,0.0166933,0.0170049
MED,2023-03-18,0.0170051,0.017795,0.0169075,0.017189
MED,2023-03-19,0.0171953,0.0173369,0.0167558,0.0173048
MED,2023-03-20,0.0174265,0.0175873,0.0171465,0.0172792
MED,2023-03-21,0.0172778,0.0173799,0.016825,0.0169017
MED,2023-03-22,0.0168919,0.0169423,0.0166136,0.0169323
MED,2023-03-23,0.0168145,0.0172173,0.0162617,0.0163997
MED,2023-03-24,0.016311,0.0167054,0.0161791,0.016567
MED,2023-03-25,0.0165522,0.0167115,0.0163784,0.0163937
MED,2023-03-26,0.0164089,0.0165097,0.0160146,0.0161295
MED,2023-03-27,0.0160984,0.016136,0.0152064,0.0152306
MED,2023-03-28,0.0152131,0.0155415,0.0152113,0.0155157
MED,2023-03-29,0.0155621,0.0159339,0.0152854,0.0159339
MED,2023-03-30,0.015926,0.0162793,0.0155376,0.0157943
MED,2023-03-31,0.0158344,0.016519,0.0157898,0.0164951
MED,2023-04-01,0.0164889,0.0168502,0.0162607,0.016746
MED,2023-04-02,0.0168122,0.0169728,0.0165833,0.0168903
MED,2023-04-03,0.0168354,0.0169755,0.0163057,0.0163229
MED,2023-04-04,0.01633,0.0169629,0.0157033,0.0164554
MED,2023-04-05,0.0164302,0.0176953,0.0163332,0.0173963
MED,2023-04-06,0.0175139,0.0180276,0.0171441,0.0176696
MED,2023-04-07,0.0176455,0.0190853,0.0173801,0.017539
MED,2023-04-08,0.0175421,0.0186257,0.0175038,0.0184534
MED,2023-04-09,0.0184332,0.0186426,0.0183744,0.0186089
MED,2023-04-10,0.0185933,0.0188287,0.0184193,0.0184816
