,symbol,shortName,fullTimeEmployees,auditRisk,boardRisk,compensationRisk,shareHolderRightsRisk,overallRisk,governanceEpochDate,compensationAsOfEpochDate,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,dividendRate,dividendYield,exDividendDate,payoutRatio,fiveYearAvgDividendYield,beta,trailingPE,forwardPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,marketCap,fiftyTwoWeekLow,fiftyTwoWeekHigh,priceToSalesTrailing12Months,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,enterpriseValue,profitMargins,floatShares,sharesOutstanding,sharesShort,sharesShortPriorMonth,sharesShortPreviousMonthDate,dateShortInterest,sharesPercentSharesOut,heldPercentInsiders,heldPercentInstitutions,shortRatio,shortPercentOfFloat,impliedSharesOutstanding,bookValue,priceToBook,lastFiscalYearEnd,nextFiscalYearEnd,mostRecentQuarter,earningsQuarterlyGrowth,netIncomeToCommon,trailingEps,forwardEps,pegRatio,lastSplitFactor,lastSplitDate,enterpriseToRevenue,enterpriseToEbitda,52WeekChange,SandP52WeekChange,lastDividendValue,lastDividendDate,gmtOffSetMilliseconds,currentPrice,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,recommendationMean,numberOfAnalystOpinions,totalCash,totalCashPerShare,ebitda,totalDebt,quickRatio,currentRatio,totalRevenue,debtToEquity,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,freeCashflow,operatingCashflow,earningsGrowth,revenueGrowth,grossMargins,ebitdaMargins,operatingMargins,trailingPegRatio,address2,industrySymbol
257,IFF,International Flavors & Fragran,24600.0,2.0,3.0,7.0,7.0,3.0,1682899200.0,1672444800.0,86400,2.0,78.21,78.0,76.965,78.165,78.21,78.0,76.965,78.165,3.24,0.0414,1687392000.0,,2.43,1.096762,,13.859963,473281.0,473281.0,1836861.0,2027540.0,2027540.0,0.0,0.0,800.0,800.0,19693025280.0,76.83,135.17,1.6087759,89.557,98.9721,3.22,0.041171208,31395694592.0,-0.17352,254647499.0,255091008.0,3455350.0,3855841.0,1681430400.0,1684108800.0,0.0135,0.00224,0.9732,1.92,0.0155,0.0,69.621,1.1088607,1672444800.0,1703980800.0,1680220800.0,,-2120999936.0,-8.31,5.57,4.89,3:1,759024000.0,2.565,15.293,-0.4082173,0.02542901,0.81,1679529600.0,-14400000.0,77.2,145.0,75.0,113.78,110.0,2.3,18.0,590000000.0,2.313,2052999936.0,11943999488.0,0.579,1.527,12241000448.0,66.917,48.004,0.01497,-0.10885,4151000000.0,723750016.0,528000000.0,,-0.062,0.32432,0.16771,0.07361,1.2154,,
258,IP,International Paper Company,39000.0,6.0,8.0,4.0,2.0,5.0,1682899200.0,1672444800.0,86400,2.0,30.14,30.0,29.45,30.0895,30.14,30.0,29.45,30.0895,1.85,0.0614,1684972800.0,0.4084,4.52,1.021463,6.5132446,11.480545,1558040.0,1558040.0,2949852.0,3023270.0,3023270.0,0.0,0.0,900.0,3100.0,10239916032.0,29.45,48.51,0.48891887,33.8772,36.0192,1.85,0.061380226,16091296768.0,0.06283,345259188.0,347056992.0,12549564.0,9542396.0,1681430400.0,1684108800.0,0.036199998,0.0039500003,0.88199997,4.2,0.0414,0.0,24.176,1.2204251,1672444800.0,1703980800.0,1680220800.0,-0.522,1646000000.0,4.53,2.57,0.65,1056:1000,1633046400.0,0.768,5.618,-0.36480504,0.02542901,0.463,1684972800.0,-14400000.0,29.505,42.0,26.0,34.33,34.0,3.0,9.0,636000000.0,1.833,2864000000.0,6266999808.0,0.962,1.551,20943998976.0,74.705,58.663,0.04711,0.19055,6018000000.0,740374976.0,1931000064.0,-0.482,-0.041,0.28638,0.13675,0.08804,0.9818,,
259,IPG,"Interpublic Group of Companies,",58200.0,9.0,10.0,8.0,1.0,10.0,1682899200.0,1672444800.0,86400,2.0,38.28,38.21,37.235,38.415,38.28,38.21,37.235,38.415,1.24,0.0324,1685923200.0,0.513,3.92,1.116115,16.239086,11.971122,2467683.0,2467683.0,4427896.0,4345810.0,4345810.0,0.0,0.0,1400.0,1800.0,14418293760.0,25.14,39.52,1.5340078,36.6626,33.1893,1.18,0.030825496,17674635264.0,0.09624,384457770.0,386032992.0,14941759.0,11547614.0,1681430400.0,1684108800.0,0.0387,0.00505,1.01867,2.8,0.050300002,0.0,9.22,4.0509653,1672444800.0,1703980800.0,1680220800.0,-0.21,904600000.0,2.3,3.12,1.95,2:1,932083200.0,1.88,10.418,0.20833337,0.02542901,0.31,1677542400.0,-14400000.0,37.3499,45.0,37.0,40.4,40.0,2.4,10.0,1678099968.0,4.347,1696499968.0,4476299776.0,0.958,1.026,9399100416.0,122.357,24.142,0.05152,0.25704,3602300000.0,372637504.0,694800000.0,-0.184,-0.023,0.21816,0.18049999,0.15148,3.2597,,
260,INTU,Intuit Inc.,17300.0,3.0,1.0,2.0,3.0,1.0,1685404800.0,1672444800.0,86400,2.0,406.09,400.79,400.27,417.95,406.09,400.79,400.27,417.95,3.12,0.0077,1680739200.0,0.3818,0.65,1.181562,52.715908,26.341326,1277021.0,1277021.0,1755284.0,2793870.0,2793870.0,415.98,416.55,1000.0,1100.0,116927856640.0,352.63,490.83,8.310438,432.7984,415.27805,3.02,0.007436775,116657455104.0,0.15913,272097624.0,280060000.0,3544411.0,3863414.0,1681430400.0,1684108800.0,0.0126,0.02869,0.87275004,2.49,0.012999999,0.0,62.769,6.6515317,1659225600.0,1690761600.0,1682812800.0,0.163,2239000064.0,7.92,15.85,1.76,2:1,1152230400.0,8.291,31.486,-0.005583167,0.02542901,0.78,1680739200.0,-14400000.0,417.51,565.0,340.0,489.25,496.0,2.0,24.0,4268000000.0,15.24,3704999936.0,7196000256.0,1.13,1.506,14069999616.0,40.905,49.982,0.066360004,0.1296,10460000000.0,3807124992.0,4543000064.0,0.175,0.069,0.79623,0.26333,0.2167,1.6707,,
261,ISRG,"Intuitive Surgical, Inc.",12120.0,4.0,3.0,6.0,4.0,3.0,1682899200.0,1672444800.0,86400,2.0,307.07,307.0,300.14,307.37,307.07,307.0,300.14,307.37,,,,0.0,,1.311752,82.7411,47.04128,586193.0,586193.0,1606874.0,1362410.0,1362410.0,301.77,301.82,800.0,800.0,105821954048.0,180.07,317.81,16.455744,283.3584,248.31395,0.0,0.0,102981033984.0,0.20402001,348509422.0,350398016.0,2622836.0,2416195.0,1681430400.0,1684108800.0,0.0075,0.00508,0.88276,1.41,0.0075,0.0,32.014,9.433529,1672444800.0,1703980800.0,1680220800.0,-0.028,1312000000.0,3.65,6.42,3.52,3:1,1633392000.0,16.014,52.881,0.4190582,0.02542901,,,-14400000.0,302.005,365.0,270.0,312.26,314.0,2.1,19.0,4692199936.0,13.391,1947399936.0,0.0,4.398,5.26,6430700032.0,,18.184,0.074099995,0.11392,4196000000.0,1101637504.0,1639200000.0,0.0,0.14,0.66856,0.30283,0.24643,3.3782,,
262,IVZ,Invesco Ltd,8561.0,10.0,3.0,3.0,4.0,4.0,1682899200.0,1672444800.0,86400,2.0,14.82,14.68,14.11,14.72,14.82,14.68,14.11,14.72,0.8,0.0537,1683504000.0,0.5435,5.47,1.338142,10.355072,7.328205,1735713.0,1735713.0,4639046.0,3592800.0,3592800.0,0.0,0.0,1800.0,900.0,6547234816.0,13.2,20.56,1.1215435,16.0006,17.06895,0.762,0.051417008,12872634368.0,0.14869,334435796.0,458168992.0,12297325.0,11209079.0,1681430400.0,1684108800.0,0.026800001,0.01518,0.86084,2.72,0.0388,0.0,24.734,0.5777472,1672444800.0,1703980800.0,1680220800.0,-0.205,631200000.0,1.38,1.95,0.75,25:10,973641600.0,2.205,9.398,-0.22286314,0.02542901,0.2,1683504000.0,-14400000.0,14.29,21.0,15.0,17.77,17.5,2.8,12.0,914899968.0,1.997,1369699968.0,1488099968.0,0.905,6.046,5837700096.0,8.852,12.77,0.02389,0.050819997,1897800000.0,2343012608.0,979699968.0,-0.264,-0.13,0.29323,0.23462999,0.20164,2.537,"1331 Spring Street, North West",
263,INVH,Invitation Homes Inc.,1511.0,2.0,2.0,4.0,7.0,2.0,1682899200.0,1672444800.0,86400,2.0,33.59,33.74,33.47,34.04,33.59,33.74,33.47,34.04,1.04,0.0311,1683590400.0,1.3528999,2.0,0.906755,49.698524,45.668915,693983.0,693983.0,2948955.0,2152450.0,2152450.0,0.0,0.0,900.0,800.0,20765573120.0,28.52,40.2,9.090722,32.4076,32.81525,0.96,0.028579934,27839942656.0,0.17990999,609972557.0,611918016.0,14615463.0,17138342.0,1681430400.0,1684108800.0,0.0239,0.0030500002,1.05266,5.06,0.0337,0.0,16.702,2.0234103,1672444800.0,1703980800.0,1680220800.0,0.298,410344000.0,0.68,0.74,3.71,,,12.188,21.289,-0.1169821,0.02542901,0.26,1683590400.0,-14400000.0,33.795,41.0,31.0,35.45,35.0,2.4,19.0,412136000.0,0.674,1307739008.0,7787088896.0,2.024,3.66,2284260096.0,75.953,3.738,0.02229,0.04028,1354228000.0,915802752.0,1106343936.0,0.309,0.105,0.60463,0.5725,0.28926,5.6567,Suite 2000,
264,IQV,"IQVIA Holdings, Inc.",87000.0,7.0,8.0,9.0,6.0,8.0,1682899200.0,1672444800.0,86400,2.0,198.65,197.33,193.54,198.94,198.65,197.33,193.54,198.94,,,,0.0,,1.393736,34.91875,16.349916,331480.0,331480.0,1200730.0,1265920.0,1265920.0,0.0,0.0,800.0,1200.0,36283179008.0,165.75,249.11,2.503324,194.3926,206.6114,0.0,0.0,48849334272.0,0.07279,184031336.0,185548992.0,1997710.0,1841995.0,1681430400.0,1684108800.0,0.0108,0.00881,0.90117997,1.49,0.0123000005,0.0,31.978,6.114985,1672444800.0,1703980800.0,1680220800.0,-0.111,1055000000.0,5.6,11.96,1.65,,,3.37,19.119,-0.05454284,0.02542901,,,-14400000.0,195.545,285.0,200.0,243.89,244.5,1.7,20.0,1598000000.0,8.612,2555000064.0,13587999744.0,0.706,0.8,14494000128.0,229.063,77.695,0.045500003,0.17804001,5028000000.0,1219374976.0,2168999936.0,-0.089,0.024,0.34752,0.17628,0.12736,1.4045,,
265,IRM,Iron Mountain Incorporated (Del,26000.0,5.0,1.0,2.0,5.0,2.0,1685404800.0,1672444800.0,86400,2.0,53.4,53.48,52.88,53.565,53.4,53.48,52.88,53.565,2.47,0.0463,1686700800.0,1.2494999,6.68,0.934201,26.823233,26.688442,441115.0,441115.0,1226044.0,1014740.0,1014740.0,0.0,0.0,800.0,1000.0,15488098304.0,43.33,57.21,2.995835,53.5818,52.1145,2.474,0.046329588,29293404160.0,0.11205,288852849.0,291623008.0,12629009.0,13893881.0,1681430400.0,1684108800.0,0.0433,0.00829,0.80108,10.91,0.051999997,0.0,1.871,28.38589,1672444800.0,1703980800.0,1680220800.0,0.527,579276992.0,1.98,1.99,4.66,1082:1000,1411689600.0,5.666,16.733,-0.00037437677,0.02542901,0.619,1678752000.0,-14400000.0,53.11,69.0,20.0,57.71,64.0,2.2,7.0,146442000.0,0.502,1750669056.0,13771408384.0,0.658,0.798,5169876992.0,2147.692,17.76,0.04188,0.7954,2914454000.0,233567120.0,1001996992.0,0.571,0.053,0.57172,0.33863,0.20798999,,Suite 150,
266,JBHT,"J.B. Hunt Transport Services, I",37151.0,10.0,10.0,4.0,8.0,9.0,1682899200.0,1672444800.0,86400,2.0,171.25,170.18,165.43,170.9,171.25,170.18,165.43,170.9,1.68,0.0099,1683763200.0,0.1839,0.84,1.133004,18.861362,17.217842,207419.0,207419.0,717385.0,641060.0,641060.0,165.38,165.62,900.0,800.0,17203494912.0,153.92,200.64,1.1819648,172.861,176.78015,1.62,0.009459854,19176390656.0,0.06347,82054799.0,103648000.0,3236244.0,2885070.0,1681430400.0,1684108800.0,0.0312,0.20899999,0.75588,4.0,0.038900003,0.0,36.637,4.5303926,1672444800.0,1703980800.0,1680220800.0,-0.187,923793984.0,8.8,9.64,1.92,2:1,1116892800.0,1.318,9.853,-0.009600341,0.02542901,0.42,1683763200.0,-14400000.0,165.98,210.0,162.0,188.93,193.0,2.2,23.0,52604000.0,0.508,1946317056.0,1580894976.0,0.843,1.167,14554998784.0,41.631,140.156,0.1075,0.26203,2577787000.0,27576000.0,1972717952.0,-0.175,-0.074,0.17846,0.13372,0.08758,2.8235,,
267,JKHY,"Jack Henry & Associates, Inc.",6847.0,4.0,5.0,3.0,8.0,5.0,1682899200.0,1672444800.0,86400,2.0,148.56,148.83,148.19,149.92,148.56,148.83,148.19,149.92,2.08,0.0139999995,1684972800.0,0.4163,1.06,0.636171,31.27406,28.099625,241917.0,241917.0,784600.0,714950.0,714950.0,149.47,149.68,900.0,800.0,10894128128.0,139.28,212.62,5.377848,152.367,174.66185,1.99,0.013395261,11219898368.0,0.17243,72378295.0,72875296.0,3389677.0,3520718.0,1681430400.0,1684108800.0,0.0465,0.0078100003,0.94934,4.16,0.06,0.0,21.111,7.081143,1656547200.0,1688083200.0,1680220800.0,-0.037,349299008.0,4.78,5.32,3.4,2:1,983750400.0,5.539,20.69,-0.20184815,0.02542901,0.52,1684972800.0,-14400000.0,149.49,186.0,160.0,172.55,174.22,2.6,10.0,26552000.0,0.364,542297024.0,420095008.0,0.907,1.523,2025741056.0,27.309,27.782,0.1179,0.24367,814270000.0,267216000.0,410264992.0,-0.036,0.063,0.4091,0.26770002,0.22721,2.9984,PO Box 807,
268,J,Jacobs Solutions Inc.,60000.0,8.0,7.0,2.0,9.0,7.0,1682899200.0,1672444800.0,86400,2.0,113.14,112.57,109.0,112.77,113.14,112.57,109.0,112.77,1.04,0.0092,1684972800.0,0.1573,0.75,0.840605,18.111755,13.038735,319924.0,319924.0,607153.0,570860.0,570860.0,0.0,0.0,800.0,800.0,13876755456.0,106.78,140.82,0.89038366,114.9658,119.36415,0.95,0.008396677,18036273152.0,0.04962,125505390.0,126850000.0,1384399.0,1654562.0,1681430400.0,1684108800.0,0.0109,0.0093,0.87361,2.34,0.0124,0.0,50.311,2.1743753,1664496000.0,1696032000.0,1680220800.0,1.438,773932032.0,6.04,8.39,1.51,2:1,1174003200.0,1.157,13.333,-0.1852225,0.02542901,0.26,1684972800.0,-14400000.0,109.395,175.0,135.0,151.19,150.0,1.7,16.0,1223330944.0,9.644,1352763008.0,4193401088.0,1.477,1.528,15585141760.0,59.112,122.309,0.04404,0.12009,3328324000.0,32866000.0,462792000.0,1.499,0.064,0.216,0.0868,0.06824,1.2596,Suite 1200,
269,JNJ,Johnson & Johnson,152700.0,10.0,5.0,3.0,2.0,5.0,1682899200.0,1672444800.0,86400,2.0,154.37,154.695,153.85,154.93,154.37,154.695,153.85,154.93,4.76,0.0308,1684713600.0,0.9476,2.61,0.534482,32.3726,14.037936,2483380.0,2483380.0,7183815.0,5994450.0,5994450.0,0.0,0.0,800.0,900.0,401288855552.0,150.11,183.35,4.168672,159.7104,165.64195,4.52,0.029280301,429408616448.0,0.13218,2595433683.0,2598729984.0,13476638.0,14066776.0,1681430400.0,1684108800.0,0.0052,0.00096000003,0.71728,2.09,0.0052,0.0,27.275,5.6614957,1672531200.0,1704067200.0,1680393600.0,,12723999744.0,4.77,11.0,3.34,2:1,992390400.0,4.461,12.973,-0.13133758,0.02542901,1.19,1684713600.0,-14400000.0,154.4173,215.0,161.0,179.71,177.0,2.4,21.0,24612999168.0,9.471,33101000704.0,52906999808.0,0.678,1.067,96262995968.0,74.655,36.752,0.086890005,0.17481,63954000000.0,13505874944.0,20472000512.0,,0.056,0.66980004,0.34386003,0.2703,4.3545,,
270,JCI,Johnson Controls International ,102000.0,5.0,4.0,5.0,7.0,5.0,1682899200.0,1672444800.0,86400,2.0,61.68,61.22,59.99,61.5,61.68,61.22,59.99,61.5,1.44,0.0233,1679011200.0,0.70849997,2.41,1.231878,30.286432,14.881481,1111473.0,1111473.0,4017228.0,4213530.0,4213530.0,0.0,0.0,800.0,900.0,41351188480.0,45.52,69.6,1.5847617,59.6928,60.6963,1.41,0.022859922,53351575552.0,0.05331,684170891.0,686099008.0,7814498.0,7939141.0,1681430400.0,1684108800.0,0.0114,0.00264,0.9325,2.24,0.0114,0.0,23.16,2.6023316,1664496000.0,1696032000.0,1680220800.0,11.091,1391000064.0,1.99,4.05,1.11,955:1000,1473120000.0,2.045,16.055,0.14222217,0.02542901,0.36,1679011200.0,-14400000.0,60.27,80.0,58.0,71.56,72.0,2.0,18.0,1975000064.0,2.879,3323000064.0,11820000256.0,0.644,1.028,26093000704.0,69.212,37.89,0.03639,0.09101,8343000000.0,1108499968.0,1684000000.0,11.076,0.096,0.33828998,0.12735,0.096420005,1.1495,,
271,JPM,JP Morgan Chase & Co.,296877.0,10.0,3.0,8.0,3.0,5.0,1682899200.0,1672444800.0,86400,2.0,137.46,136.73,134.41,136.84,137.46,136.73,134.41,136.84,4.0,0.0292,1688515200.0,0.295,2.78,1.082688,9.931416,9.633047,3558256.0,3558256.0,14641387.0,9762000.0,9762000.0,0.0,0.0,800.0,800.0,393544794112.0,101.28,144.34,3.047758,134.2996,129.73415,4.0,0.029099373,-340967817216.0,0.32539,2896630816.0,2922289920.0,17268947.0,17185476.0,1681430400.0,1684108800.0,0.0058999998,0.00897,0.71988,1.53,0.006,0.0,94.336,1.4275569,1672444800.0,1703980800.0,1680220800.0,0.524,40240001024.0,13.56,13.98,-2.16,3:2,960768000.0,-2.641,,0.05811715,0.02542901,1.0,1680652800.0,-14400000.0,134.67,193.0,140.0,160.53,159.0,2.1,24.0,1420403015680.0,486.058,,651852972032.0,,,129125998592.0,,43.57,0.01091,0.14267,122306000000.0,,37795000320.0,0.559,0.233,0.0,0.0,0.40575,2.89,,
272,JNPR,"Juniper Networks, Inc.",10901.0,5.0,7.0,6.0,5.0,6.0,1682899200.0,1672444800.0,86400,2.0,30.47,30.19,30.17,30.45,30.47,30.19,30.17,30.45,0.88,0.0287,1685491200.0,0.5592,2.87,0.947572,19.93421,11.744186,1065364.0,1065364.0,3702466.0,4089140.0,4089140.0,0.0,0.0,1200.0,1200.0,9744237568.0,25.18,34.53,1.7701348,31.2396,30.4409,0.85,0.027896293,10565861376.0,0.090959996,317305283.0,321592000.0,7865651.0,7723642.0,1681430400.0,1684108800.0,0.024500001,0.012990001,0.91788,1.85,0.0325,0.0,13.8,2.195652,1672444800.0,1703980800.0,1680220800.0,0.533,500700000.0,1.52,2.58,1.07,2:1,961113600.0,1.919,13.24,-0.0019512177,0.02542901,0.22,1677542400.0,-14400000.0,30.3,42.0,29.0,35.74,36.25,2.6,16.0,1098400000.0,3.416,798000000.0,1794599936.0,1.041,1.764,5504799744.0,40.463,17.084,0.04045,0.11508001,2958300000.0,14087500.0,96000000.0,0.529,0.174,0.55953,0.14496,0.10667,,,
273,K,Kellogg Company,30000.0,3.0,8.0,4.0,8.0,7.0,1682899200.0,1672444800.0,86400,2.0,65.82,66.02,65.85,66.88,65.82,66.02,65.85,66.88,2.36,0.0355,1685491200.0,0.97110003,3.52,0.423997,27.57438,15.482599,718170.0,718170.0,2098636.0,2166810.0,2166810.0,0.0,0.0,800.0,1100.0,22872244224.0,63.74,77.17,1.4572021,68.2046,70.2176,2.35,0.03570343,30317586432.0,0.053260002,338223727.0,342758016.0,10485227.0,9906327.0,1681430400.0,1684108800.0,0.0306,0.068390004,0.87535006,5.03,0.0374,0.0,11.822,5.6445613,1672444800.0,1703980800.0,1680307200.0,-0.294,836000000.0,2.42,4.31,4.85,2:1,872467200.0,1.932,15.587,-0.037536204,0.02542901,0.59,1677542400.0,-14400000.0,66.73,79.0,62.0,72.13,73.0,3.2,16.0,356000000.0,1.039,1944999936.0,7484000256.0,0.363,0.721,15696000000.0,167.091,45.876,0.04934,0.19147,4625000000.0,788499968.0,1600000000.0,-0.301,0.104,0.29764998,0.12392,0.09365,2.7294,,
274,KDP,Keurig Dr Pepper Inc.,28000.0,9.0,10.0,8.0,9.0,9.0,1685404800.0,1672444800.0,86400,2.0,31.0,31.13,30.695,31.13,31.0,31.13,30.695,31.13,0.8,0.025799999,1687996800.0,0.8468,2.52,0.574117,33.268818,16.114584,2890055.0,2890055.0,8578290.0,8210340.0,8210340.0,30.89,30.9,800.0,900.0,43432951808.0,30.695,41.31,3.0304878,33.8892,36.10765,0.787,0.025387097,57172070400.0,0.09196,959228495.0,1403779968.0,10624107.0,11778186.0,1681430400.0,1684108800.0,0.0076,0.35546002,0.56417,1.17,0.0112,0.0,17.883,1.7301348,1672444800.0,1703980800.0,1680220800.0,-0.202,1318000000.0,0.93,1.92,2.85,,,3.989,15.997,-0.10508084,0.02542901,0.2,1680134400.0,-14400000.0,30.94,45.0,30.0,38.34,38.5,2.4,18.0,204000000.0,0.145,3574000128.0,13859999744.0,0.198,0.393,14332000256.0,55.215,10.137,0.03475,0.05204,7332000000.0,1757124992.0,2244999936.0,-0.195,0.089,0.51786,0.24937001,0.19962,3.2975,,
275,KEY,KeyCorp,18220.0,3.0,4.0,1.0,2.0,1.0,1685404800.0,1672444800.0,86400,2.0,9.93,9.82,9.295,9.825,9.93,9.82,9.295,9.825,0.82,0.082600005,1685059200.0,0.45200002,4.1,1.245249,5.279661,5.25,10173402.0,10173402.0,28416474.0,19000190.0,19000190.0,0.0,0.0,3100.0,4000.0,8740042752.0,8.54,20.3,1.3037057,11.012,16.05895,0.8,0.08056395,44970176512.0,0.26566,931130573.0,935264000.0,36924752.0,29189249.0,1681430400.0,1684108800.0,0.0395,0.00324,0.83769,1.2,0.044899996,0.0,12.641,0.73926115,1672444800.0,1703980800.0,1680220800.0,-0.304,1648000000.0,1.77,1.78,-3.12,2:1,889401600.0,6.708,,-0.4907692,0.02542901,0.205,1685059200.0,-14400000.0,9.345,38.0,11.0,15.43,15.0,2.5,20.0,2299000064.0,2.458,,35482001408.0,,,6704000000.0,,7.246,0.00937,0.11981,6743000000.0,,4305999872.0,-0.34,-0.024,0.0,0.0,0.32786,4.8195,,
276,KEYS,Keysight Technologies Inc.,15000.0,6.0,9.0,4.0,10.0,9.0,1685404800.0,1672444800.0,86400,2.0,162.27,160.95,160.47,163.02,162.27,160.95,160.47,163.02,,,,0.0,,1.079169,23.91359,18.846914,387999.0,387999.0,1153174.0,1371550.0,1371550.0,0.0,0.0,800.0,1200.0,28784930816.0,130.07,189.45,5.1493616,152.1998,165.6623,0.0,0.0,28376606720.0,0.21109,176738534.0,177800000.0,3660493.0,4320678.0,1681430400.0,1684108800.0,0.020599999,0.00564,0.88797,3.01,0.026500002,0.0,26.462,6.1180186,1667174400.0,1698710400.0,1682812800.0,0.097,1180000000.0,6.77,8.59,2.34,,,5.076,16.921,0.13040757,0.02542901,,,-14400000.0,161.895,208.0,163.0,185.75,185.5,2.1,12.0,2497999872.0,14.049,1676999936.0,2023000064.0,2.364,3.35,5590000128.0,42.997,31.404,0.110640004,0.27817,3450000000.0,804875008.0,1411000064.0,0.121,0.029,0.64025,0.3,0.26082,2.0083,,
277,KMB,Kimberly-Clark Corporation,44000.0,4.0,3.0,6.0,3.0,3.0,1685404800.0,1672444800.0,86400,2.0,133.57,134.08,132.79,134.6,133.57,134.08,132.79,134.6,4.72,0.0353,1686182400.0,0.7979,3.3,0.421182,22.904108,18.97305,533043.0,533043.0,1635820.0,1516580.0,1516580.0,0.0,0.0,800.0,900.0,45128081408.0,108.74,147.87,2.2257993,138.7966,130.6476,4.66,0.03488807,53372985344.0,0.09751,336642182.0,337380992.0,5703522.0,7385155.0,1681430400.0,1684108800.0,0.016900001,0.00244,0.7853,3.17,0.016900001,0.0,2.131,62.76865,1672444800.0,1703980800.0,1680220800.0,0.082,1976999936.0,5.84,7.05,2.33,1043:1000,1414972800.0,2.632,15.206,0.01651442,0.02542901,1.18,1678320000.0,-14400000.0,133.76,154.0,125.0,140.01,140.5,3.2,18.0,524000000.0,1.553,3510000128.0,8691000320.0,0.416,0.825,20274999296.0,1009.408,60.07,0.09349,2.33353,6219000000.0,1982249984.0,3142000128.0,0.077,0.02,0.31689,0.17312,0.13593,2.9018,,
278,KIM,Kimco Realty Corporation (HC),639.0,2.0,9.0,1.0,7.0,4.0,1682899200.0,1672444800.0,86400,2.0,18.15,18.15,17.96,18.225,18.15,18.15,17.96,18.225,0.92,0.0507,1686096000.0,3.52,5.3,1.445812,72.6072,27.925848,1326768.0,1326768.0,4584228.0,4050460.0,4050460.0,0.0,0.0,1300.0,2900.0,11252155392.0,17.34,23.89,6.454415,18.6074,20.4374,0.88,0.04848485,18412363776.0,0.10235,601505818.0,619891968.0,15968511.0,14981462.0,1681430400.0,1684108800.0,0.025799999,0.0224,0.96749,3.55,0.0317,0.0,15.572,1.1656692,1672444800.0,1703980800.0,1680220800.0,0.221,150734000.0,0.25,0.65,-0.87,2:1,1124841600.0,10.562,17.328,-0.20880556,0.02542901,0.23,1678233600.0,-14400000.0,18.1518,26.0,18.0,22.36,22.0,2.4,19.0,329176992.0,0.531,1062558976.0,7264748032.0,3.034,3.053,1743326976.0,73.538,2.83,0.01977,0.01714,1196777000.0,896906624.0,1011795968.0,0.222,0.037,0.69022006,0.6095,0.33117,5.2285,Suite 201,
279,KMI,"Kinder Morgan, Inc.",10525.0,3.0,10.0,4.0,7.0,7.0,1685404800.0,1672444800.0,86400,2.0,16.15,16.1,16.01,16.155,16.15,16.1,16.01,16.155,1.13,0.07,1682640000.0,0.98230004,5.71,0.919422,14.190266,13.362499,5320346.0,5320346.0,12641530.0,12879880.0,12879880.0,0.0,0.0,4000.0,3100.0,36046999552.0,15.78,20.2,1.9179037,17.0394,17.75665,1.115,0.06904025,68932599808.0,0.13621001,1958148404.0,2248019968.0,38881288.0,44111558.0,1681430400.0,1684108800.0,0.0173,0.12656,0.64288,3.09,0.0199,0.0,13.724,1.1683911,1672444800.0,1703980800.0,1680220800.0,0.018,2547000064.0,1.13,1.2,-2.27,,,3.668,10.811,-0.19330668,0.02542901,0.283,1682640000.0,-14400000.0,16.035,23.0,18.0,20.27,20.0,2.8,18.0,424000000.0,0.189,6376000000.0,31804000256.0,0.365,0.565,18794999808.0,99.035,8.342,0.03814,0.08286,7290000000.0,1621500032.0,5216000000.0,0.027,-0.094,0.39957002,0.33923998,0.22416,3.9579,Suite 1000,
280,KLAC,KLA Corporation,14000.0,6.0,4.0,5.0,5.0,5.0,1685404800.0,1672444800.0,86400,2.0,458.73,448.85,444.47,455.515,458.73,448.85,444.47,455.515,5.2,0.0113,1683849600.0,0.2015,1.7,1.369106,18.195599,21.591875,349157.0,349157.0,1049331.0,1204970.0,1204970.0,446.13,446.83,800.0,800.0,61262098432.0,250.2,473.97,5.764403,389.6974,370.43005,4.95,0.01079066,66108116992.0,0.33008,136928620.0,137199008.0,2216601.0,2034341.0,1681430400.0,1684108800.0,0.0162,0.0026800002,0.92666,2.19,0.0162,0.0,19.541,22.850416,1656547200.0,1688083200.0,1680220800.0,-0.045,3507996928.0,24.54,20.68,3.57,2:1,948240000.0,6.22,14.518,0.284994,0.02542901,1.3,1683849600.0,-14400000.0,446.52,495.0,319.0,432.11,445.0,2.1,19.0,2890209024.0,21.066,4553568256.0,6061072896.0,1.45,2.346,10627657728.0,225.925,74.675,0.20146999,1.03768,5619442000.0,2118633728.0,3529918976.0,0.041,0.063,0.60161,0.42846,0.38978,1.9717,,
